"FilingID","Miscellaneous"
829600,"VITRUVIAN PARTNERS LIMITED PROVIDES CERTAIN ADMINISTRATIVE AND SUPPORT SERVICES TO THE PRIVATE FUNDS LISTED ON SECTION 7.B(1) OF SCHEDULE D BUT DOES NOT PROVIDE INVESTMENT ADVICE TO THESE PRIVATE FUNDS."
796720,"THE MACQUARIE GROUP CONTROLS OTHER RELATED PERSONS THAT MAY MEET THE DEFINITION OF A FINANCIAL INDUSTRY AFFILIATE AS DEFINED IN SECTION 7.A. THAT ARE NOT LISTED IN SECTION 7.A. BECAUSE: (1) THE FILER HAS NO BUSINESS DEALINGS WITH THESE RELATED PERSONS IN CONNECTION WITH ADVISORY SERVICES THE FILER PROVIDES TO ITS CLIENTS; (2) THE FILER DOES NOT REFER CLIENTS OR BUSINESS TO THE RELATED PERSONS, AND THE RELATED PERSONS DO NOT REFER PERSPECTIVE CLIENTS OR BUSINESS TO THE FILER; AND (3) THE FILER HAS NO REASON TO BELIEVE THAT ITS RELATIONSHIP WITH THE RELATED PERSONS OTHERWISE CREATES A CONFLICT OF INTEREST WITH ITS CLIENTS. INFORMATION REGARDING THESE RELATED PERSONS CAN BE PROVIDED UPON REQUEST. ""MACQUARIE GROUP"" REFERS TO THE MACQUARIE GROUP OF COMPANIES, WHICH COMPRISES MACQUARIE GROUP LIMITED AND ITS WORLDWIDE SUBSIDIARIES AND AFFILIATES."
827193,"THE MINIMUM INVESTMENTS COMMITMENTS SET FORTH IN SCHEDULE D, SECTION 7.B MAY BE MODIFIED BY THE ADVISER OR AN AFFILIATE."
830286,"1. CORPORATE STRUCTURE - ALTIMA SERVICES UK LTD (""ASUK""), AN ENGLISH LIMITED LIABILITY COMPANY, IS THE CORPORATE PARTNER OF ALTIMA PARTNERS LLP (""THE APPLICANT"").  ALTIMA INTERNATIONAL LTD (""AIL""), A CAYMAN ISLAND LIMITED LIABILITY COMPANY, OWNS 100% OF THE SHARE CAPITAL OF ASUK. MARK DONEGAN, WHO HELD 50% OF THE ORDINARY SHARES OF AIL, DIED IN FEBRUARY 2014 AND HIS ESTATE IS SUBJECT TO PROBATE.  DOMINIC REDFERN HOLDS THE REMAINING 50% OF THE ORDINARY SHARES OF AIL.  NON VOTING RIGHTS IN AIL ARE HELD BY A THIRD PARTY.  HOWEVER, THIS ONLY GIVES RIGHTS TO 20% OF THE INCOME OF THE GROUP. 2. THE APPLICANT DOES NOT MANAGE ANY PRIVATE FUND ASSETS FROM A PLACE OF BUSINESS IN THE US.  HOWEVER, THE IARD SYSTEM WILL NOT ACCEPT $0 AS AN ANSWER AND SO A NOMINAL VALUE (I.E. $1) HAS BEEN ENTERED FOR SYSTEM PURPOSES. 3. SCHEDULE A SHOWS THAT THE APPLICANT HAS 11 PARTNERS.  HOWEVER, THE ONLY PARTNERS THAT CAN EFFECT CONTROL (I.E. BOARD MEMBERS) ARE: CARVIN, FOSTER-BROWN, MILAKOVIC, GOODARD, BADCOCK, THOMAS AND WEBSTER (NON EXECUTIVE CHAIRMAN). 4. WITH REGARDS TO Q27 (I.E. PERCENTAGE OF FUNDS ASSETS VALUED...) OF SECTION 7B1 - PRIVATE FUND REPORTING, THE APPLICANT'S DIRECTORS HAVE ULTIMATE RESPONSIBILITY FOR VALUING THE ASSETS OF THE FUND, BUT THEY HAVE DELEGATED THIS TO THE FUND ADMINISTRATOR WHO HAVE A RIGHT TO RELY ON THE INVESTMENT MANAGER (ALTIMA) TO PROVIDE VALUATIONS.  THE WAY WE DO THIS IS THROUGH A VALUATION COMMITTEE, WHICH IS CHAIRED BY A NON EXEC CHAIR. 5. WITH REGARDS TO Q28 (I.E. THIRD PARTY MARKETERS) OF SECTION 7B1- PRIVATE FUND REPORTING, THE APPLICANT HAS DISTRIBUTION AGREEMENTS WITH A HANDFUL OF AGENTS WHO GET PAID A COMMISSION BASED ON HISTORIC COMMITMENTS TO THE FUNDS LISTED IN THIS FORM. 6. WHERE STATED THAT THE FUNDS ARE REGISTERED IN THE CAYMAN ISLANDS, PLEASE NOTE THAT THIS IS WITH THE MONETARY AUTHORITY. 7. WITH REGARDS TO ITEM 1.I.  THE FIRM'S WEBSITE IS WWW.ALTIMAPARTNERS.COM. 8. WITH RESPECT TO A/C AND B/C, MR MARK ROBERT DONEGAN PASSED AWAY ON 8TH FEBRUARY 2014.  THE OWNERSHIP OF ALTIMA INTERNATIONAL LIMITED IS FOR THE TIME BEING BEING HANDLED BY HIS TRUSTEES AND EXECUTORS. 9.  WITH REGARDS TO ALTIMA RESTRUCTURE FUND, THIS FUND HAS NO PRESCRIBED MINIMUM INVESTMENT COMMITMENT, AND SHARES ARE NOT CURRENTLY BEING OFFERED, HOWEVER A FIGURE OF $0 HAS BEEN INSERTED INTO THE BOX 12 ""MINIMUM INVESTMENT COMMITMENT"""
830303,"THE INDIVIDUAL OWNERSHIP PERCENTAGES DISCLOSED IN SCHEDULE A REPRESENT VOTING RIGHTS FOR THE NATURAL PERSONS AND THE CAPITAL CONTRIBUTION FOR THE ENTITY, WHICH HAS NO VOTING RIGHTS.  WHARD STEWART (UK)LLP MANAGES PRIVATE FUNDS THROUGH DELEGATION BY WHARD STEWART ASSET MANAGEMENT LIMITED AND WHARD STEWART PARTNERS, L.P., BOTH SPECIAL PURPOSE VEHICLES SET UP TO ACT AS THE MANAGER OR GENERAL PARTNER OF CERTAIN PRIVATE FUNDS. BECAUSE WHARD STEWART ASSET MANAGEMENT LIMITED OR WHARD STEWART PARTNERS, L.P. MAY RECIEVE AN INCENTIVE ALLOCATION, THEY MAY BE CONSIDERED TO BE INVESTMENT ADVISERS, BUT ARE NOT REQUIRED TO SEPARATELY REGISTER AS INVESTMENT ADVISERS UNDER THE TERMS OF THE 2005 AND 2012 ABA NO-ACTION LETTERS FOR THE REASONS LISTED THEREIN AND BECAUSE THEY ARE ENTITIES UNDER THE SUPERVISION AND CONTROL OF THE FILING ADVISER AND ALL OF THE PERSONS ACTING ON THEIR BEHALF ARE ASSOCIATED WITH THE FILING ADVISER, WITH THE EXCEPTION OF ANY INDEPENDENT DIRECTORS."
829194,"THIS ERA REPORT IS ALSO INTENDED TO SATISFY THE REPORTING OBLIGATION OF CAPULA MANAGEMENT LIMITED, A SPECIAL PURPOSE ENTITY (""SPE"") THAT (I) DOES NOT EXERCISE DISCRETIONARY AUTHORITY OVER THE PRIVATE FUNDS LISTED IN SECTION 7.B.(2) AND (II) ACTS AS THE SPE ONLY FOR PRIVATE FUNDS ADVISED BY CAPULA INVESTMENT MANAGEMENT LLP OR ITS RELATED PERSONS."
830301,"SEED ADVISORS PRIVATE LTD. (PARENT) OPERATES A SINGLE, INTEGRATED ADVISORY BUSINESS.  SEED FUND ADVISORY IS FILING THIS FORM ADV, AND PARENT IS RELYING ON SEED FUND ADVISORY'S FILING AS AN EXEMPT REPORTING ADVISER."
825478,"THE FILING ADVISER (DRI CAPITAL INC.) AND THE RELYING ADVISERS (BALLAST HEALTHCARE PARTNERS INC., RMF 2 CO-INVESTMENT GP, LTD., RMF 2 CO-INVESTMENT IM, LTD. AND DRUG ROYALTY III GP, LLC) ARE SEPARATE LEGAL ENTITIES, BUT THE RELYING ADVISERS EACH PROVIDE A SINGLE SET OF ADVISORY SERVICES WITH THE FILING ADVISER AND ARE OTHERWISE OPERATIONALLY INTEGRATED WITH THE FILING ADVISER.  THE FILING ADVISER AND THE RELYING ADVISERS ARE FILING A SINGLE FORM ADV IN RELIANCE ON THE SEC'S GUIDANCE PUBLISHED IN ITS FREQUENTLY ASKED QUESTIONS ON FORM ADV AND IARD.  THE FILING ADVISER AND THE RELYING ADVISERS DO NOT MANAGE ANY PRIVATE FUND ASSETS FROM A PLACE OF BUSINESS IN THE UNITED STATES.  BALLAST HEALTHCARE PARTNERS INC. CONDUCTS BUSINESS IN CANADA.  RMF 2 CO-INVESTMENT GP, LTD. AND RMF 2 CO-INVESTMENT IM, LTD. CONDUCT BUSINESS IN BARBADOS.  DRUG ROYALTY III GP, LLC CONDUCTS BUSINESS IN THE CAYMAN ISLANDS. IN RESPONSE TO QUESTION 11 OF SECTION 7.B.(1) FOR RMF 2 CO-INVESTMENT FUND LP AND DRUG ROYALTY III, L.P., THE GROSS ASSET VALUES ARE BASED ON UNAUDITED BALANCE SHEETS AND UNFUNDED COMMITTED CAPITAL AS OF MARCH 31, 2014. IN RESPONSE TO QUESTION 14 OF SECTION 7.B(1)FOR RMF 2 CO-INVESTMENT FUND LP, THE ACTUAL PERCENTAGE IS 0.024%.  CERTAIN RELATED PERSONS OF THE FILING ADVISER WHICH ARE NOT LISTED IN SECTION 7.A. OF SCHEDULE D ARE ENGAGED IN BUSINESSES OUTSIDE OF THE FINANCIAL INDUSTRY OR OTHERWISE MEET THE CONDITIONS FOR OMISSION PROVIDED IN ITEM 7.  A LIST OF THESE RELATED PERSONS WILL BE PROVIDED TO THE SEC UPON REQUEST."
830783,"WITH RESPECT TO ITEM 1.B. UTI VENTURE FUNDS MANAGEMENT COMPANY PRIVATE LIMITED IS ORGANIZED UNDER THE LAWS OF INDIA.  DELAWARE IS CHECKED SOLELY TO COMPLETE THE FORM AND DOES NOT REFLECT THE ACTUAL JURISIDICTION.  UTI VENTURE FUNDS MANAGEMENT COMPANY PRIVATE LIMITED IS A RELYING ADVISER AND ASCENT CAPITAL ADVISORS INDIA PRIVATE LIMITED AND UTI VENTURE FUNDS MANAGEMENT COMPANY PRIVATE LIMITED ARE TOGETHER FILING A SINGLE FORM ADV.  UTI VENTURE FUNDS MANAGEMENT COMPANY LIMITED IS THE SOLE ADVISER TO ASCENT INDIA FUND AND ASCENT INDIA LIMITED."
829896,"SCHEDULE B: THERE ARE NO SHAREHOLDERS OF 3I GROUP PLC WHO OWN 25% OR MORE OF A CLASS OF ITS VOTING SECURITIES.  ** SCHEDULE D, SECTION 7.A: INFORMATION HAS BEEN PROVIDED FOR 3I GC GP LIMITED, THE GENERAL PARTNER OF 3I GROWTH CAPITAL B LP.  THE OTHER PRIVATE FUNDS DESCRIBED HEREIN HAVE VARIOUS GENERAL PARTNERS, THE INFORMATION FOR EACH OF WHICH IS IDENTICAL TO THAT OF 3I GC GP LIMITED EXCEPT FOR THE NAME AND FORM OF ORGANIZATION.  AS A RESULT INFORMATION FOR THESE OTHER GENERAL PARTNERS HAS NOT BEEN PROVIDED BECAUSE IT WOULD BE REDUNDANT.  **SCHEDULE D, SECTION 7.B., QUESTION 3:  THE  ADVISER IS THE MANAGER FOR EACH OF THE FUNDS LISTED IN SCHEDULE D, SECTION 7.B. AND AS SUCH HAS COMPLETE DISCRETION OVER INVESTMENT DECISIONS.  SEE THE RESPONSE ABOVE REGARDING INFORMATION ABOUT THE GENERAL PARTNERS OF THE FUNDS.  ** SCHEDULE D, SECTION 7.B.(1) FOR 3I INFRASTRUCTURE PLC:3I INFRASTRUCTURE PLC'S OUTSTANDING SECURITIES ARE PUBLICLY TRADED ON THE LONDON STOCK EXCHANGE. AS A RESULT, SHARE OWNERSHIP CHANGES ON A DAILY BASIS BASED ON SECONDARY MARKET TRADING. THE ADVISER IS NOT ABLE TO OBTAIN ACCURATE INFORMATION REGARDING BENEFICIAL OWNERSHIP OF THE FUND'S SHARES. THERFORE, IN RESPECT OF QUESTION 13, THE RESPONSE REFLECTS THE NUMBER OF REGISTERED INSTITUTIONAL SHAREHOLDERS AT THE END OF March 2014 BUT DOES NOT TAKE INTO ACCOUNT THE NOMINEE ACCOUNTS FOR WHICH THEY HOLD.  NOR DOES IT INCLUDE INDIVIDUAL SHAREHOLDERS WHO TOGETHER HOLD LESS THAN 3% ISSUED SHARE CAPITAL.  IN RESPECT OF QUESTION 15, WE HAVE ENTERED 0 AS WE DO NOT HAVE SUCH INFORMATION. QUESTION 16 IS DETERMINED BY AN ANALYSIS OF REGISTERED SHAREHOLDERS RATHER THAN BENEFICIAL OWNERSHIP.  **SCHEDULE D, SECTION 7.B., QUESTIONS 19-20: CERTAIN PRIVATE FUNDS ADVISED BY 3I INVESTMENTS PLC INVEST IN OTHER FUNDS ADVISED BY 3I INVESTMENTS PLC EVEN THOUGH SUCH FUNDS ARE NOT ""SOLICITED"" TO INVEST IN THE 3I FUNDS.  **SCHEDULE D, SECTION 7.B.,QUESTION 25:  3I INVESTMENTS PLC IS THE CUSTODIAN FOR EACH OF THE PRIVATE FUNDS. IN SOME CASES, OTHER PARTIES MAY ALSO HOLD PROPERTY OF A PARTICULAR FUND, SUCH AS LAW FIRMS WHO MAY RETAIN STOCK CERTIFICATES OR TRANSACTION DOCUMENTS OR BANKS AT WHICH A FUND MAINTAINS AN ACCOUNT (OVER WHICH 3I INVESTMENTS PLC HAS MANDATE) TO HOLD CASH PRIOR TO AN INVESTMENT OR ONCE AN INVESTMENT IS SOLD.  ALL OF THESE PARTIES ARE OUTSIDE THE US."
829328,"Spruceview Capital Partners LLC (“Spruceview Capital”) may be considered a “related person” of Jordan/Zalaznick Advisers, Inc. (“JZAI”) because the principals of JZAI, together with a fund managed by JZAI, have a significant ownership interest in Spruceview Capital.  However, based on guidance from the staff of the Securities and Exchange Commission, JZAI has been omitted from Section 7.A of Schedule D because Spruceview Capital and JZAI each believe that there is no business relationship between Spruceview Capital and JZAI unrelated to the investment in Spruceview Capital that would create a conflict of interest between Spruceview or JZAI and their respective clients.  Moreover, Spruceview Capital and JZAI (1) have no business dealings in connection with advisory services to their respective clients; (2) do not conduct shared operations; (3) do not refer clients or business to, or receive referrals from, each other; (4) do not share supervised persons; and (5) have no reason to believe that their relationship otherwise creates a conflict of interest with their respective clients.  Spruceview Capital intends to sub-lease space from JZAI in New York for its secondary office."
831020,"WE HAVE SET IN SCHEDULE D, SECTION 2.B. THE AMOUNT TO $1 WHEN IN FACT IT IS $0. WE HAVE BEEN INSTRUCTED TO DO SO BY THE OFFICE OF INVESTMENT ADVISER REGULATION AS THERE IS AN KNOWN ISSUE WITH THAT ENTRY."
830862,"Please note the approximate number of our private fund's beneficial owners in section 7.B.(1)(13) is based on subscription documentation delivered to us by our investors.  Certain investors whose entities hold less than 40% of their assets in our private fund did not disclose the number of beneficial owners to us, and in those instances we are assuming only one beneficial owner per entity."
831218,"REGARDING QUESTION 6(A) AND (B) IN RESPECT OF WEST FACE LONG TERM OPPORTUNITIES GLOBAL MASTER L.P., WEST FACE LONG TERM OPPORTUNITIES FUND LTD. IS A FEEDER FUND WHICH INVESTS ALL OF ITS ASSETS IN WEST FACE LONG TERM OPPORTUNITIES MASTER FUND L.P. WEST FACE (CAYMAN) INC., AN AFFILIATE OF WEST FACE CAPITAL INC., IS THE SPONSOR OF WEST FACE LONG TERM OPPORTUNITIES FUND LTD.  REGARDING QUESTION 6(A) AND (B) IN RESPECT OF WEST FACE CREDIT OPPORTUNITIES MASTER I L.P., WEST FACE CREDIT OPPORTUNITIES FUND LTD. INVESTS ALL OF ITS ASSETS IN WEST FACE CREDIT OPPORTUNITIES (CAYMAN) L.P. WFCOF CAYMAN INC., AN AFFILIATE OF WEST FACE CAPITAL INC., IS THE SPONSOR OF WEST FACE CREDIT OPPORTUNITIES FUND LTD.  WEST FACE (USA) CORP. (""WEST FACE USA"") IS A DELAWARE CORPORATION THAT IS WHOLLY OWNED BY WEST FACE CAPITAL INC. (""WEST FACE""). WEST FACE USA'S OFFICES ARE LOCATED IN NEW YORK, NEW YORK. WEST FACE USA PROVIDES VARIOUS FINANCIAL ANALYSIS, MODELING AND RESEARCH SERVICES TO WEST FACE, ITS SOLE CLIENT. WEST FACE USA DOES NOT MAKE ANY TRADING DECISIONS ON BEHALF OF ANY FUND OR ACCOUNT."
831400,"THE RESPONSES TO ITEM 7.B(1) OF THIS FORM USE INTERNAL DESIGNATIONS, INSTEAD OF NAMES, AS APPROPRIATE TO PRESERVE THE ANONYMITY OF ADVISER'S PRIVATE FUNDS AND THEIR RESPECTIVE GENERAL PARTNER ENTITIES.  SOFTBANK INC AND A RELATED ADVISER, SB CHINA & INDIA HOLDINGS LIMITED, ARE FILING A SINGLE FORM ADV IN RELIANCE ON THE JAN 18, 2012 SEC NO-ACTION LETTER.  THE RELATED ADVISER IS UNDER COMMON CONTROL WITH SOFTBANK INC. AND IS LISTED IN ITEM 1.B OF SCHEDULE D.  THE OWNERS AND CONTROL PERSONS OF THE RELATED ADVISER ARE LISTED ON SCHEDULE A."
830977,"THE ADVISER DOES NOT MANAGE ANY PRIVATE FUND ASSETS AT A PLACE OF BUSINESS IN THE UNITED STATES. AS SUCH, THE AMOUNT OF ASSETS IN RESPONSE TO SECTION 2.B. IS ZERO (0).  THE ADVISER HAS OMITTED CERTAIN RELATED PERSONS FROM SECTION 7.A THAT ARE RELATED PERSONS. TO THE BEST OF THE ADVISER'S KNOWLEDGE, NONE OF THE RELATED PERSONS OMITTED: (1) HAVE ANY BUSINESS DEALINGS WITH THE ADVISER IN CONNECTION WITH ADVISORY SERVICES ADVISER PROVIDES TO ITS CLIENTS; (2) CONDUCT SHARED OPERATIONS WITH THE ADVISER; (3) REFER CLIENTS OR BUSINESS TO THE ADVISER, AND THE ADVISER DOES NOT REFER PROSPECTIVE CLIENTS OR BUSINESS TO THE RELATED PERSONS;(4) SHARE SUPERVISED PERSONS OR PREMISES WITH THE ADVISER; AND (5) ADVISER HAS NO REASON TO BELIEVE THAT ITS RELATIONSHIP WITH THE RELATED PERSON OTHERWISE CREATES A CONFLICT OF INTEREST WITH THE ADVISER'S CLIENTS. THE ADVISER WILL REQUEST THAT A COPY OF THE LIST OF SUCH RELATED PERSONS BE PROVIDED UPON REQUEST TO THE SEC."
830894,"The private fund assets response for 2.B is the estimated US$ equivalent for Cdn$30,667,500"
831529,"The participating shares in Onslow Macro Fund No. 3 Limited were redeemed in full on 1st May 2014. The vehicle will be placed into voluntary liquidation in due course (expected prior to 30 September 2014)."
828656,"THE FUNDS ARE NOT LISTED ON ANY EXCHANGES. BOTH TAIZEN MASTER FUND AND TAIZEN OFFSHORE FUND ARE REGISTERED WITH THE CAYMAN ISLANDS MONETARY AUTHORITY. TAIZEN CAPITAL PTE. LTD. (THE ""APPLICANT"") IS A NON US INVESTMENT ADVISOR AND MANAGES NO MONEY FROM A PLACE OF BUSINESS IN THE US."
831857,"DSAM PARTNERS LLP WILL MANAGE PRIVATE FUNDS THROUGH DELEGATION BY DSAM CAYMAN LP, A SPECIAL PURPOSE VEHICLE SET UP TO ACT AS GENERAL PARTNER OF CERTAIN PRIVATE FUNDS.  BECAUSE DSAM CAYMAN LP MAY RECEIVE AN INCENTIVE ALLOCATION, IT MAY BE CONSIDERED TO BE AN INVESTMENT ADVISER, BUT IT IS NOT REQUIRED TO SEPARATELY REGISTER AS AN INVESTMENT ADVISER UNDER THE TERMS OF THE 2005 AND 2012 ABA NO-ACTION LETTERS FOR THE REASONS LISTED THEREIN AND BECAUSE IT IS AN ENTITY UNDER THE SUPERVISION AND CONTROL OF THE FILING ADVISER AND ALL OF THE PERSONS ACTING ON ITS BEHALF ARE ASSOCIATED WITH THE FILING ADVISER, WITH THE EXCEPTION OF ANY INDEPENDENT DIRECTORS.  PLEASE NOTE THAT DSAM PARTNERS LLP MANAGES NO ASSETS FROM THE US, HOWEVER ITEM 2B IS ANSWERED $1 IN ORDER TO PASS THE IARD COMPLETENESS CHECK.  THE CORRECT ANSWER IS $0."
829674,"PLEASE NOTE THE CORRECT ANSWER TO THE SECOND PRONG OF SECTION 2.B(2): $0 ASSETS ARE MANAGED IN THE UNITED STATES"
831006,"PRIVATE ASSETS LISTED AS 1 FOR SCHEDULE D 2(B) THE CORRECT ANSWER IS ZERO BUT THE FORM WOULD NOT PERMIT THIS TO BE ENTERED."
832027,"PLEASE NOTE THE CORRECT ANSWER TO THE SECOND PRONG OF SECTION 2.B(2): $0 ASSETS ARE MANAGED IN THE UNITED STATES"
831240,"Section 7B.(1) 13, 15, and 16 - The Notes in the private funds are listed on the Irish Stock Exchange and traded on the secondary market and only the Clearing Houses know the current beneficial owners across the funds. The Adviser would not have this information unless it was notified of it by the applicable Clearing House.  Accordingly, for each private fund, we have answered Question 16 based on what we currently believe to be the percentage of Notes held by non-United States Persons based on information in our possession at March 2014. This information can, however, be somewhat anecdotal, and may not accurately identify beneficial owners and does not necessarily analyze fund or fund ownership.  Where we do not have the requested information, i.e., Q13 and Q15, we have inserted ""0""."
830130,"Certain changes with regards to the management of the private fund, Rubicon Master Fund (identification no. 805-5214342335)and its feeder funds, Rubicon Global Fund and Rubicon Global Partners, L.P. (the ""Funds"") will take effect on July 1st, 2014.  Rubicon Fund Management (Jersey) Limited (""RFMJ"") has recently been incorporated in Jersey, Channel Islands and has been authorized by the Jersey Financial Services Commission (""JFSC"")to carry on Fund Services Business for the Funds.  Rubicon Fund Management Limited (the ""Cayman Manager"") will appoint RFMJ as the Investment Manager under the terms of a new Investment Management Agreement.  RFMJ will in turn, under the terms of a Portfolio Management Agreement, appoint Rubicon Fund Management LLP (""RFM LLP"") to undertake portfolio management and related services for the Fund.  RFMJ's primary functions will be Risk Management, a portion of the overall portfolio management for the Fund and, in addition, the oversight of its delegate, RFM LLP.  No changes are proposed to the persons undertaking the trading activity. In preparation for these changes, Horace Joseph Leitch, COO and managing member of RFM LLP as of the fiscal year end (March 31st, 2014), became CEO of RFMJ on June 1st, 2014.  Andrew Bloomfield became COO of RFM LLP on June 1st, 2014. We have completed this annual updating amendment to reflect the above changes as they take effect on July 1st, 2014."
831842,"Boulderado Group, LLC is the filing adviser and it and its relying adviser are together filing a single Form ADV in reliance on the position expressed in a no-action letter to the American Bar Association dated January 18, 2012. The other business name listed in Section 1.B of this Schedule D is the relying adviser."
829413,"SECTION 2.B. OF SCHEDULE D: NAVIS CAPITAL PARTNERS LTD OR ITS AFFILIATES DO NOT HAVE AN OFFICE IN THE US AND ACCORDINGLY DO NOT HAVE ANY FUNDS UNDER MANAGEMENT FROM AN OFFICE IN THE US.  GENERAL:  NAVIS CAPITAL PARTNERS LTD IS MAKING THIS SUBMISSION ON BEHALF OF ITSELF AND ALL OF ITS WHOLLY-OWNED SUBSIDIARIES THAT ARE THE MANAGERS OR GENERAL PARTNERS OF THE NAVIS MANAGED FUNDS DISCLOSED IN SECTION 7.A OF SCHEDULE D OF THIS FORM ADV. NAVIS CAPITAL PARTNERS LTD DIRECTLY OR INDIRECTLY CONTROLS THE OPERATIONS OF THESE ENTITIES AND THE OWNERS OF NAVIS CAPITAL PARTNERS LTD ARE BOARD MEMBERS OF THE SAID ENTITIES."
830728,"WESSEL HAMMAN, THE FIRM'S CEO, SETTLED A DISPUTE WITH THE SOUTH AFRICAN RESERVE BANK FOLLOWING ALLEGATIONS OF EXCHANGE CONTROL CONTRAVENTIONS IN HIS PERSONAL CAPACITY IN 2005. THE FINAL CONDITIONS OF THE SETTLEMENT WERE MET IN 2010. NO FURTHER ACTION WAS TAKEN."
828910,"WITH RESPECT TO SECTION 7.B.(1) QUESTION 23.(H) THE REVELATION SPECIAL SITUATIONS FUND LTD'S. (THE MASTER FUND) INDEPENDENT AUDITORS' REPORT CONTAINS A QUALIFIED OPINION SOLELY BECAUSE THE CONDENSED SCHEDULE OF INVESTMENTS INCLUDED IN THE MASTER FUND'S FINANCIAL STATEMENTS DO NOT DISCLOSE THE NAME OF INVESTMENTS CONSTITUTING MORE THAN 5 PERCENT OF THE MASTER FUND'S TOTAL NET ASSETS.  THE TWO FEEDER FUNDS, THE REVELATION SPECIAL SITUATIONS ONSHORE FUND LTD. AND THE REVELATION SPECIAL SITUATIONS OFFSHORE FUND LTD., INDEPENDENT AUDITORS' REPORTS CONTAIN UNQUALIFIED OPINIONS."
830628,"THE REGISTRANT DOES NOT MANAGE ANY PRIVATE FUND ASSETS AT A PLACE OF BUSINESS IN THE UNITED STATES. AS SUCH, THE AMOUNT OF ASSETS IN RESPONSE TO ITEM 2.B. IS ZERO (0)."
825530,"FOR ITEM 3, WE INDICATED THAT GRAPHITE CAPITAL MANAGEMENT LLP IS AN ENGLISH LIMITED LIABILITY PARTNERSHIP MEANING THAT IT IS A BODY CORPORATE WITH LIMITED LIABILITY STATUS. THE LLP HAS, THEREFORE, BEEN ADVISED NOT TO FILE A SEPARATE FORM ADV-NR ON THE BASIS THAT THE LLP HAS APPOINTED THE SEC AS AGENT FOR SERVICE OF PROCESS BY COMPLETING THE EXECUTION PAGE OF THIS FORM. IT SHOULD BE NOTED THAT THE ADVISER IS AN OFFSHORE ADVISER TO OFFSHORE FUNDS. AS SUCH, BASED ON NO-ACTION GUIDANCE PROVIDED BY THE SEC IN ABA SUBCOMMITTEE ON PRIVATE INVESTMENT ENTITIES (SEC STAFF LETTER, AUGUST 10, 2006), THE ADVISER IS NOT SUBJECT TO CERTAIN SUBSTANIVE RULES UNDER THE ADVISERS ACT, INCLUDING RULE 206(4)-2 (THE “CUSTODY RULE”,) WITH RESPECT TO THE OFFSHORE FUNDS."
827977,"Ares Management, L.P. is listed on the NYSE, ticker symbol: ARES.   ARES REAL ESTATE MANAGEMENT HOLDINGS, LLC was formerly named AREA Management Holdings, LLC, which previously operated under the primary business name of AREA Property Partners."
831602,"FOR ITEM 3, WE INDICATED THAT GRAPHITE CAPITAL GENERAL PARTNER VII LLP (THE ""ADVISER"") IS AN ENGLISH LIMITED LIABILITY PARTNERSHIP MEANING THAT IT IS A BODY CORPORATE WITH LIMITED LIABILITY STATUS. THE ADVISER HAS, THEREFORE, BEEN ADVISED NOT TO FILE A SEPARATE FORM ADV-NR ON THE BASIS THAT THE ADVISER HAS APPOINTED THE SEC AS AGENT FOR SERVICE OF PROCESS BY COMPLETING THE EXECUTION PAGE OF THIS FORM. IT SHOULD BE NOTED THAT THE ADVISER IS AN OFFSHORE ADVISER TO OFFSHORE FUNDS. AS SUCH, BASED ON NO-ACTION GUIDANCE PROVIDED BY THE SEC IN ABA SUBCOMMITTEE ON PRIVATE INVESTMENT ENTITIES (SEC STAFF LETTER, AUGUST 10, 2006), THE ADVISER IS NOT SUBJECT TO CERTAIN SUBSTANTIVE RULES UNDER THE ADVISERS ACT, INCLUDING RULE 206(4)-2 (THE “CUSTODY RULE”), WITH RESPECT TO THE OFFSHORE FUNDS. IT SHOULD ALSO BE NOTED THAT GRAPHITE CAPITAL MANAGEMENT LLP, AN AFFILIATE OF THE ADVISER, ACTS AS THE ADMINISTRATOR TO THE FUNDS LISTED IN SCHEDULE D, SECTION 7.B(1)."
828444,"Schedule D, Item 10 under Section 7.A with respect to Symmetry Investments (Hong Kong) Limited; this entity expects to be licensed by the Securities and Futures Commission of Hong Kong on or about July 7, 2014."
828442,"Schedule D, Item 10 under Section 7.A with respect to Symmetry Investments (Hong Kong) Limited; this entity expects to be licensed by the Securities and Futures Commission of Hong Kong on or about July 7, 2014."
828441,"Item 1.M. - Symmetry Investments (Hong Kong) Limited expects to be licensed by the Securities & Futures Commission of Hong Kong on or about July 7, 2014"
